,avg_tcp_retrans,avg_tcp_retrans,avg_rtt,avg_rtt,avg_throughput,avg_throughput
,mean,std,mean,std,mean,std
experience_cluster,,,,,,
0,21852141.08705452,4557514.702712169,22.744170678637023,9.92160373172572,1452.196457452251,4122.1446911183
1,3374776.290122235,5815302.661168841,39.15540083435494,21.490927686466158,14823.44984770344,7685.514120648997
2,18259007.30005769,9453752.431197235,86.59839220691754,29.4032111374546,2203.246495601171,5032.580026423168
